-2.858915191652087e+07,3.7676340195708856e+07,5.209848043328712e+06
-2.961422027215451e+07,3.70760097981529e+07,5.161221595497718e+06
-3.0623704424669478e+07,3.645616692472442e+07,5.109878913422096e+06
-3.1617227853732884e+07,3.5817321971712075e+07,5.055872834831473e+06
-3.2594434325663634e+07,3.515999097405724e+07,4.99925734894443e+06
-3.355498775900896e+07,3.4484694672948115e+07,4.940087480846268e+06
-3.449857204485808e+07,3.379195761270877e+07,4.878419178350208e+06
-3.542489082506537e+07,3.308230726894506e+07,4.814309201652335e+06
-3.6333667231587015e+07,3.2356273209607974e+07,4.747815016055118e+06
-3.7224643590140104e+07,3.1614386290342927e+07,4.67899468799912e+06
-3.809758109137358e+07,3.085717788521496e+07,4.607906784608493e+06
-3.895225943269971e+07,3.0085179153632686e+07,4.534610276922662e+06
-3.9788476433872946e+07,2.929892034404422e+07,4.45916444695506e+06
-4.06060476293252e+07,2.8498930134742428e+07,4.3816287986894855e+06
-4.140480584017308e+07,2.768573501189929e+07,4.302062973096265e+06
-4.2184600728705905e+07,2.68598586847478e+07,4.220526667223608e+06
-4.294529833804721e+07,2.602182153764657e+07,4.1370795573947206e+06
-4.368678061955625e+07,2.517214011859549e+07,4.0517812265182426e+06
-4.440894495040457e+07,2.431132666362291e+07,3.9646910954985884e+06
-4.511170364362535e+07,2.3439888656330884e+07,3.8758683587135156e+06
-4.579498345279335e+07,2.2558328421771124e+07,3.785371923509179e+06
-4.645872507335135e+07,2.166714275372223e+07,3.6932603536473764e+06
-4.710288264245744e+07,2.076682257435471e+07,3.599591816626203e+06
-4.7727423239085115e+07,1.9857852625198796e+07,3.504424034783455e+06
-4.833232638597083e+07,1.8940711188271962e+07,3.4078142400818826e+06
-4.891758355486518e+07,1.8015869836177878e+07,3.3098191324667395e+06
-4.948319767641337e+07,1.7083793209954385e+07,3.210494841678936e+06
-5.002918265586051e+07,1.6144938823424682e+07,3.1098968924012333e+06
-5.055556289565535e+07,1.5199756892791906e+07,3.0080801726104245e+06
-5.106237282590702e+07,1.4248690190212239e+07,2.9050989050050415e+06
-5.154965644353759e+07,1.329217392008411e+07,2.801006621375858e+06
-5.201746686086592e+07,1.2330635616801077e+07,2.695856139785146e+06
-5.246586586425883e+07,1.1364495062731257e+07,2.5896995444202e+06
-5.289492348339037e+07,1.0394164225207431e+07,2.4825881679869774e+06
-5.330471757156181e+07,9.420047211337935e+06,2.374572576510805e+06
-5.3695333397453375e+07,8.442540239477655e+06,2.2657025564127276e+06
-5.406686324860205e+07,7.462031626231885e+06,2.1560271037323186e+06
-5.441940604682924e+07,6.478901787901515e+06,2.0455944153704569e+06
-5.4753066975778446e+07,5.493523255315242e+06,1.934451882228577e+06
-5.506795712066294e+07,4.506260701035053e+06,1.8226460841244068e+06
-5.5364193120270185e+07,3.517470977961462e+06,1.7102227863678043e+06
-5.564189683122082e+07,2.527503168406673e+06,1.5972269378842274e+06
-5.5901195004436255e+07,1.5366986427461952e+06,1.4837026707774384e+06
-5.61422189737293e+07,545391.1268014628,1.36969330122721e+06
-5.636510435639693e+07,-446093.22285136394,1.2552413316221226e+06
-5.656999076566432e+07,-1.4374357364100963e+06,1.1403884538317942e+06
-5.675702153480014e+07,-2.4283251419345997e+06,1.0251755535272808e+06
-5.6926343452701405e+07,-3.4184574706758857e+06,909642.7154626995
-5.707810651072379e+07,-4.407535957288346e+06,793829.229635413
-5.721246366051747e+07,-5.395270935528899e+06,677773.5982463384
-5.732957058261239e+07,-6.381379730008833e+06,561513.5433861797
-5.742958546548607e+07,-7.365586544529333e+06,445086.01537730836
-5.751266879483612e+07,-8.347622347495023e+06,328527.2017052028
